idx,x,y,z,u,v,reachable
443,0.0037,0.0200,0.0200,-0.3963,0.0200,0
444,-0.0161,0.0200,0.0200,-0.4161,0.0200,0
445,-0.0359,0.0200,0.0200,-0.4359,0.0200,0
446,-0.0557,0.0200,0.0200,-0.4557,0.0200,0
447,-0.0756,0.0200,0.0200,-0.4756,0.0200,0
448,-0.0954,0.0200,0.0200,-0.4954,0.0200,0
449,-0.1152,0.0200,0.0200,-0.5152,0.0200,0
450,-0.1350,0.0200,0.0200,-0.5350,0.0200,0
451,-0.1350,0.0400,0.0200,-0.5350,0.0400,0
452,-0.1350,0.0600,0.0200,-0.5350,0.0600,0
453,-0.1152,0.0600,0.0200,-0.5152,0.0600,0
454,-0.0954,0.0600,0.0200,-0.4954,0.0600,1
455,-0.0756,0.0600,0.0200,-0.4756,0.0600,1
456,-0.0557,0.0600,0.0200,-0.4557,0.0600,0
457,-0.0359,0.0600,0.0200,-0.4359,0.0600,0
458,-0.0161,0.0600,0.0200,-0.4161,0.0600,0
459,0.0037,0.0600,0.0200,-0.3963,0.0600,0
460,0.0235,0.0600,0.0200,-0.3765,0.0600,0
461,0.0433,0.0600,0.0200,-0.3567,0.0600,0
462,0.0631,0.0600,0.0200,-0.3369,0.0600,0
463,0.0830,0.0600,0.0200,-0.3170,0.0600,1
464,0.1028,0.0600,0.0200,-0.2972,0.0600,1
465,0.1226,0.0600,0.0200,-0.2774,0.0600,1
466,0.1424,0.0600,0.0200,-0.2576,0.0600,1
467,0.1622,0.0600,0.0200,-0.2378,0.0600,1
468,0.1820,0.0600,0.0200,-0.2180,0.0600,1
469,0.2019,0.0600,0.0200,-0.1981,0.0600,1
470,0.2217,0.0600,0.0200,-0.1783,0.0600,1
471,0.2415,0.0600,0.0200,-0.1585,0.0600,1
472,0.2613,0.0600,0.0200,-0.1387,0.0600,1
473,0.2811,0.0600,0.0200,-0.1189,0.0600,1
474,0.3009,0.0600,0.0200,-0.0991,0.0600,1
475,0.3207,0.0600,0.0200,-0.0793,0.0600,1
476,0.3406,0.0600,0.0200,-0.0594,0.0600,1
477,0.3604,0.0600,0.0200,-0.0396,0.0600,0
478,0.3802,0.0600,0.0200,-0.0198,0.0600,0
479,0.4000,0.0600,0.0200,0.0000,0.0600,0
480,0.4198,0.0600,0.0200,0.0198,0.0600,0
481,0.4396,0.0600,0.0200,0.0396,0.0600,0
482,0.4594,0.0600,0.0200,0.0594,0.0600,0
483,0.4793,0.0600,0.0200,0.0793,0.0600,0
484,0.4991,0.0600,0.0200,0.0991,0.0600,0
485,0.5189,0.0600,0.0200,0.1189,0.0600,0
486,0.5387,0.0600,0.0200,0.1387,0.0600,0
487,0.5585,0.0600,0.0200,0.1585,0.0600,0
488,0.5783,0.0600,0.0200,0.1783,0.0600,0
489,0.5981,0.0600,0.0200,0.1981,0.0600,0
490,0.6180,0.0600,0.0200,0.2180,0.0600,0
491,0.6378,0.0600,0.0200,0.2378,0.0600,0
492,0.6576,0.0600,0.0200,0.2576,0.0600,0
493,0.6774,0.0600,0.0200,0.2774,0.0600,0
494,0.6972,0.0600,0.0200,0.2972,0.0600,0
495,0.7170,0.0600,0.0200,0.3170,0.0600,0
496,0.7369,0.0600,0.0200,0.3369,0.0600,0
497,0.7567,0.0600,0.0200,0.3567,0.0600,0
498,0.7765,0.0600,0.0200,0.3765,0.0600,0
499,0.7963,0.0600,0.0200,0.3963,0.0600,0
500,0.8161,0.0600,0.0200,0.4161,0.0600,0
501,0.8359,0.0600,0.0200,0.4359,0.0600,0
502,0.8557,0.0600,0.0200,0.4557,0.0600,0
503,0.8756,0.0600,0.0200,0.4756,0.0600,0
504,0.8954,0.0600,0.0200,0.4954,0.0600,0
505,0.9152,0.0600,0.0200,0.5152,0.0600,0
506,0.9350,0.0600,0.0200,0.5350,0.0600,0
507,0.9350,0.0800,0.0200,0.5350,0.0800,0
508,0.9350,0.1000,0.0200,0.5350,0.1000,0
509,0.9152,0.1000,0.0200,0.5152,0.1000,0
510,0.8954,0.1000,0.0200,0.4954,0.1000,0
511,0.8756,0.1000,0.0200,0.4756,0.1000,0
512,0.8557,0.1000,0.0200,0.4557,0.1000,0
513,0.8359,0.1000,0.0200,0.4359,0.1000,0
514,0.8161,0.1000,0.0200,0.4161,0.1000,0
515,0.7963,0.1000,0.0200,0.3963,0.1000,0
516,0.7765,0.1000,0.0200,0.3765,0.1000,0
517,0.7567,0.1000,0.0200,0.3567,0.1000,0
518,0.7369,0.1000,0.0200,0.3369,0.1000,0
519,0.7170,0.1000,0.0200,0.3170,0.1000,0
520,0.6972,0.1000,0.0200,0.2972,0.1000,0
521,0.6774,0.1000,0.0200,0.2774,0.1000,0
522,0.6576,0.1000,0.0200,0.2576,0.1000,0
523,0.6378,0.1000,0.0200,0.2378,0.1000,0
524,0.6180,0.1000,0.0200,0.2180,0.1000,0
525,0.5981,0.1000,0.0200,0.1981,0.1000,0
526,0.5783,0.1000,0.0200,0.1783,0.1000,0
527,0.5585,0.1000,0.0200,0.1585,0.1000,0
528,0.5387,0.1000,0.0200,0.1387,0.1000,0
529,0.5189,0.1000,0.0200,0.1189,0.1000,0
530,0.4991,0.1000,0.0200,0.0991,0.1000,0
531,0.4793,0.1000,0.0200,0.0793,0.1000,0
532,0.4594,0.1000,0.0200,0.0594,0.1000,0
533,0.4396,0.1000,0.0200,0.0396,0.1000,0
534,0.4198,0.1000,0.0200,0.0198,0.1000,0
535,0.4000,0.1000,0.0200,0.0000,0.1000,1
536,0.3802,0.1000,0.0200,-0.0198,0.1000,1
537,0.3604,0.1000,0.0200,-0.0396,0.1000,1
538,0.3406,0.1000,0.0200,-0.0594,0.1000,1
539,0.3207,0.1000,0.0200,-0.0793,0.1000,1
540,0.3009,0.1000,0.0200,-0.0991,0.1000,1
541,0.2811,0.1000,0.0200,-0.1189,0.1000,1
542,0.2613,0.1000,0.0200,-0.1387,0.1000,1
543,0.2415,0.1000,0.0200,-0.1585,0.1000,1
544,0.2217,0.1000,0.0200,-0.1783,0.1000,1
545,0.2019,0.1000,0.0200,-0.1981,0.1000,1
546,0.1820,0.1000,0.0200,-0.2180,0.1000,1
547,0.1622,0.1000,0.0200,-0.2378,0.1000,1
548,0.1424,0.1000,0.0200,-0.2576,0.1000,1
549,0.1226,0.1000,0.0200,-0.2774,0.1000,1
550,0.1028,0.1000,0.0200,-0.2972,0.1000,1
551,0.0830,0.1000,0.0200,-0.3170,0.1000,1
552,0.0631,0.1000,0.0200,-0.3369,0.1000,1
553,0.0433,0.1000,0.0200,-0.3567,0.1000,1
554,0.0235,0.1000,0.0200,-0.3765,0.1000,1
555,0.0037,0.1000,0.0200,-0.3963,0.1000,1
556,-0.0161,0.1000,0.0200,-0.4161,0.1000,1
557,-0.0359,0.1000,0.0200,-0.4359,0.1000,1
558,-0.0557,0.1000,0.0200,-0.4557,0.1000,1
559,-0.0756,0.1000,0.0200,-0.4756,0.1000,1
560,-0.0954,0.1000,0.0200,-0.4954,0.1000,1
561,-0.1152,0.1000,0.0200,-0.5152,0.1000,1
562,-0.1350,0.1000,0.0200,-0.5350,0.1000,1
563,-0.1350,0.1200,0.0200,-0.5350,0.1200,1
564,-0.1350,0.1400,0.0200,-0.5350,0.1400,1
565,-0.1152,0.1400,0.0200,-0.5152,0.1400,1
566,-0.0954,0.1400,0.0200,-0.4954,0.1400,1
567,-0.0756,0.1400,0.0200,-0.4756,0.1400,1
568,-0.0557,0.1400,0.0200,-0.4557,0.1400,1
569,-0.0359,0.1400,0.0200,-0.4359,0.1400,1
570,-0.0161,0.1400,0.0200,-0.4161,0.1400,1
571,0.0037,0.1400,0.0200,-0.3963,0.1400,1
572,0.0235,0.1400,0.0200,-0.3765,0.1400,1
573,0.0433,0.1400,0.0200,-0.3567,0.1400,1
574,0.0631,0.1400,0.0200,-0.3369,0.1400,1
575,0.0830,0.1400,0.0200,-0.3170,0.1400,1
576,0.1028,0.1400,0.0200,-0.2972,0.1400,1
577,0.1226,0.1400,0.0200,-0.2774,0.1400,1
578,0.1424,0.1400,0.0200,-0.2576,0.1400,1
579,0.1622,0.1400,0.0200,-0.2378,0.1400,1
580,0.1820,0.1400,0.0200,-0.2180,0.1400,1
581,0.2019,0.1400,0.0200,-0.1981,0.1400,1
582,0.2217,0.1400,0.0200,-0.1783,0.1400,1
583,0.2415,0.1400,0.0200,-0.1585,0.1400,1
584,0.2613,0.1400,0.0200,-0.1387,0.1400,1
585,0.2811,0.1400,0.0200,-0.1189,0.1400,1
586,0.3009,0.1400,0.0200,-0.0991,0.1400,1
587,0.3207,0.1400,0.0200,-0.0793,0.1400,1
588,0.3406,0.1400,0.0200,-0.0594,0.1400,1
589,0.3604,0.1400,0.0200,-0.0396,0.1400,1
590,0.3802,0.1400,0.0200,-0.0198,0.1400,1
591,0.4000,0.1400,0.0200,0.0000,0.1400,1
592,0.4198,0.1400,0.0200,0.0198,0.1400,0
593,0.4396,0.1400,0.0200,0.0396,0.1400,0
594,0.4594,0.1400,0.0200,0.0594,0.1400,0
595,0.4793,0.1400,0.0200,0.0793,0.1400,0
596,0.4991,0.1400,0.0200,0.0991,0.1400,0
597,0.5189,0.1400,0.0200,0.1189,0.1400,0
598,0.5387,0.1400,0.0200,0.1387,0.1400,0
599,0.5585,0.1400,0.0200,0.1585,0.1400,0
600,0.5783,0.1400,0.0200,0.1783,0.1400,0
601,0.5981,0.1400,0.0200,0.1981,0.1400,0
602,0.6180,0.1400,0.0200,0.2180,0.1400,0
603,0.6378,0.1400,0.0200,0.2378,0.1400,0
604,0.6576,0.1400,0.0200,0.2576,0.1400,0
605,0.6774,0.1400,0.0200,0.2774,0.1400,0
606,0.6972,0.1400,0.0200,0.2972,0.1400,0
607,0.7170,0.1400,0.0200,0.3170,0.1400,0
608,0.7369,0.1400,0.0200,0.3369,0.1400,0
609,0.7567,0.1400,0.0200,0.3567,0.1400,0
610,0.7765,0.1400,0.0200,0.3765,0.1400,0
611,0.7963,0.1400,0.0200,0.3963,0.1400,0
612,0.8161,0.1400,0.0200,0.4161,0.1400,0
613,0.8359,0.1400,0.0200,0.4359,0.1400,0
614,0.8557,0.1400,0.0200,0.4557,0.1400,0
615,0.8756,0.1400,0.0200,0.4756,0.1400,0
616,0.8954,0.1400,0.0200,0.4954,0.1400,0
617,0.9152,0.1400,0.0200,0.5152,0.1400,0
618,0.9350,0.1400,0.0200,0.5350,0.1400,0
619,0.9350,0.1533,0.0200,0.5350,0.1533,0
620,0.9350,0.1667,0.0200,0.5350,0.1667,0
621,0.9350,0.1800,0.0200,0.5350,0.1800,0
622,0.9152,0.1800,0.0200,0.5152,0.1800,0
623,0.8954,0.1800,0.0200,0.4954,0.1800,0
624,0.8756,0.1800,0.0200,0.4756,0.1800,0
625,0.8557,0.1800,0.0200,0.4557,0.1800,0
626,0.8359,0.1800,0.0200,0.4359,0.1800,0
627,0.8161,0.1800,0.0200,0.4161,0.1800,0
628,0.7963,0.1800,0.0200,0.3963,0.1800,0
629,0.7765,0.1800,0.0200,0.3765,0.1800,0
630,0.7567,0.1800,0.0200,0.3567,0.1800,0
631,0.7369,0.1800,0.0200,0.3369,0.1800,0
632,0.7170,0.1800,0.0200,0.3170,0.1800,0
633,0.6972,0.1800,0.0200,0.2972,0.1800,0
634,0.6774,0.1800,0.0200,0.2774,0.1800,0
635,0.6576,0.1800,0.0200,0.2576,0.1800,0
636,0.6378,0.1800,0.0200,0.2378,0.1800,0
637,0.6180,0.1800,0.0200,0.2180,0.1800,0
638,0.5981,0.1800,0.0200,0.1981,0.1800,0
639,0.5783,0.1800,0.0200,0.1783,0.1800,0
640,0.5585,0.1800,0.0200,0.1585,0.1800,0
641,0.5387,0.1800,0.0200,0.1387,0.1800,0
642,0.5189,0.1800,0.0200,0.1189,0.1800,0
643,0.4991,0.1800,0.0200,0.0991,0.1800,0
644,0.4793,0.1800,0.0200,0.0793,0.1800,0
645,0.4594,0.1800,0.0200,0.0594,0.1800,0
646,0.4396,0.1800,0.0200,0.0396,0.1800,0
647,0.4198,0.1800,0.0200,0.0198,0.1800,0
648,0.4000,0.1800,0.0200,0.0000,0.1800,1
649,0.3802,0.1800,0.0200,-0.0198,0.1800,1
650,0.3604,0.1800,0.0200,-0.0396,0.1800,1
651,0.3406,0.1800,0.0200,-0.0594,0.1800,1
652,0.3207,0.1800,0.0200,-0.0793,0.1800,1
653,0.3009,0.1800,0.0200,-0.0991,0.1800,1
654,0.2811,0.1800,0.0200,-0.1189,0.1800,1
655,0.2613,0.1800,0.0200,-0.1387,0.1800,1
656,0.2415,0.1800,0.0200,-0.1585,0.1800,1
657,0.2217,0.1800,0.0200,-0.1783,0.1800,1
658,0.2019,0.1800,0.0200,-0.1981,0.1800,1
659,0.1820,0.1800,0.0200,-0.2180,0.1800,1
660,0.1622,0.1800,0.0200,-0.2378,0.1800,1
661,0.1424,0.1800,0.0200,-0.2576,0.1800,1
662,0.1226,0.1800,0.0200,-0.2774,0.1800,1
663,0.1028,0.1800,0.0200,-0.2972,0.1800,1
664,0.0830,0.1800,0.0200,-0.3170,0.1800,1
665,0.0631,0.1800,0.0200,-0.3369,0.1800,1
666,0.0433,0.1800,0.0200,-0.3567,0.1800,1
667,0.0235,0.1800,0.0200,-0.3765,0.1800,1
668,0.0037,0.1800,0.0200,-0.3963,0.1800,1
669,-0.0161,0.1800,0.0200,-0.4161,0.1800,1
670,-0.0359,0.1800,0.0200,-0.4359,0.1800,1
671,-0.0557,0.1800,0.0200,-0.4557,0.1800,1
672,-0.0756,0.1800,0.0200,-0.4756,0.1800,1
673,-0.0954,0.1800,0.0200,-0.4954,0.1800,1
674,-0.1152,0.1800,0.0200,-0.5152,0.1800,1
675,-0.1350,0.1800,0.0200,-0.5350,0.1800,1
676,-0.1350,0.2000,0.0200,-0.5350,0.2000,1
677,-0.1350,0.2200,0.0200,-0.5350,0.2200,1
678,-0.1152,0.2200,0.0200,-0.5152,0.2200,1
679,-0.0954,0.2200,0.0200,-0.4954,0.2200,1
680,-0.0756,0.2200,0.0200,-0.4756,0.2200,1
681,-0.0557,0.2200,0.0200,-0.4557,0.2200,1
682,-0.0359,0.2200,0.0200,-0.4359,0.2200,1
683,-0.0161,0.2200,0.0200,-0.4161,0.2200,1
684,0.0037,0.2200,0.0200,-0.3963,0.2200,1
685,0.0235,0.2200,0.0200,-0.3765,0.2200,1
686,0.0433,0.2200,0.0200,-0.3567,0.2200,1
687,0.0631,0.2200,0.0200,-0.3369,0.2200,1
688,0.0830,0.2200,0.0200,-0.3170,0.2200,1
689,0.1028,0.2200,0.0200,-0.2972,0.2200,1
690,0.1226,0.2200,0.0200,-0.2774,0.2200,1
691,0.1424,0.2200,0.0200,-0.2576,0.2200,1
692,0.1622,0.2200,0.0200,-0.2378,0.2200,1
693,0.1820,0.2200,0.0200,-0.2180,0.2200,1
694,0.2019,0.2200,0.0200,-0.1981,0.2200,1
695,0.2217,0.2200,0.0200,-0.1783,0.2200,1
696,0.2415,0.2200,0.0200,-0.1585,0.2200,1
697,0.2613,0.2200,0.0200,-0.1387,0.2200,1
698,0.2811,0.2200,0.0200,-0.1189,0.2200,1
699,0.3009,0.2200,0.0200,-0.0991,0.2200,1
700,0.3207,0.2200,0.0200,-0.0793,0.2200,1
701,0.3406,0.2200,0.0200,-0.0594,0.2200,1
702,0.3604,0.2200,0.0200,-0.0396,0.2200,1
703,0.3802,0.2200,0.0200,-0.0198,0.2200,1
704,0.4000,0.2200,0.0200,0.0000,0.2200,0
705,0.4198,0.2200,0.0200,0.0198,0.2200,0
706,0.4396,0.2200,0.0200,0.0396,0.2200,0
707,0.4594,0.2200,0.0200,0.0594,0.2200,0
708,0.4793,0.2200,0.0200,0.0793,0.2200,0
709,0.4991,0.2200,0.0200,0.0991,0.2200,0
710,0.5189,0.2200,0.0200,0.1189,0.2200,0
711,0.5387,0.2200,0.0200,0.1387,0.2200,0
712,0.5585,0.2200,0.0200,0.1585,0.2200,0
713,0.5783,0.2200,0.0200,0.1783,0.2200,0
714,0.5981,0.2200,0.0200,0.1981,0.2200,0
715,0.6180,0.2200,0.0200,0.2180,0.2200,0
716,0.6378,0.2200,0.0200,0.2378,0.2200,0
717,0.6576,0.2200,0.0200,0.2576,0.2200,0
718,0.6774,0.2200,0.0200,0.2774,0.2200,0
719,0.6972,0.2200,0.0200,0.2972,0.2200,0
720,0.7170,0.2200,0.0200,0.3170,0.2200,0
721,0.7369,0.2200,0.0200,0.3369,0.2200,0
722,0.7567,0.2200,0.0200,0.3567,0.2200,0
723,0.7765,0.2200,0.0200,0.3765,0.2200,0
724,0.7963,0.2200,0.0200,0.3963,0.2200,0
725,0.8161,0.2200,0.0200,0.4161,0.2200,0
726,0.8359,0.2200,0.0200,0.4359,0.2200,0
727,0.8557,0.2200,0.0200,0.4557,0.2200,0
728,0.8756,0.2200,0.0200,0.4756,0.2200,0
729,0.8954,0.2200,0.0200,0.4954,0.2200,0
730,0.9152,0.2200,0.0200,0.5152,0.2200,0
731,0.9350,0.2200,0.0200,0.5350,0.2200,0
732,0.9350,0.2400,0.0200,0.5350,0.2400,0
733,0.9350,0.2600,0.0200,0.5350,0.2600,0
734,0.9152,0.2600,0.0200,0.5152,0.2600,0
735,0.8954,0.2600,0.0200,0.4954,0.2600,0
736,0.8756,0.2600,0.0200,0.4756,0.2600,0
737,0.8557,0.2600,0.0200,0.4557,0.2600,0
738,0.8359,0.2600,0.0200,0.4359,0.2600,0
739,0.8161,0.2600,0.0200,0.4161,0.2600,0
740,0.7963,0.2600,0.0200,0.3963,0.2600,0
741,0.7765,0.2600,0.0200,0.3765,0.2600,0
742,0.7567,0.2600,0.0200,0.3567,0.2600,0
743,0.7369,0.2600,0.0200,0.3369,0.2600,0
744,0.7170,0.2600,0.0200,0.3170,0.2600,0
745,0.6972,0.2600,0.0200,0.2972,0.2600,0
746,0.6774,0.2600,0.0200,0.2774,0.2600,0
747,0.6576,0.2600,0.0200,0.2576,0.2600,0
748,0.6378,0.2600,0.0200,0.2378,0.2600,0
749,0.6180,0.2600,0.0200,0.2180,0.2600,0
750,0.5981,0.2600,0.0200,0.1981,0.2600,0
751,0.5783,0.2600,0.0200,0.1783,0.2600,0
752,0.5585,0.2600,0.0200,0.1585,0.2600,0
753,0.5387,0.2600,0.0200,0.1387,0.2600,0
754,0.5189,0.2600,0.0200,0.1189,0.2600,0
755,0.4991,0.2600,0.0200,0.0991,0.2600,0
756,0.4793,0.2600,0.0200,0.0793,0.2600,0
757,0.4594,0.2600,0.0200,0.0594,0.2600,0
758,0.4396,0.2600,0.0200,0.0396,0.2600,0
759,0.4198,0.2600,0.0200,0.0198,0.2600,0
760,0.4000,0.2600,0.0200,0.0000,0.2600,0
761,0.3802,0.2600,0.0200,-0.0198,0.2600,1
762,0.3604,0.2600,0.0200,-0.0396,0.2600,1
763,0.3406,0.2600,0.0200,-0.0594,0.2600,1
764,0.3207,0.2600,0.0200,-0.0793,0.2600,1
765,0.3009,0.2600,0.0200,-0.0991,0.2600,1
766,0.2811,0.2600,0.0200,-0.1189,0.2600,1
767,0.2613,0.2600,0.0200,-0.1387,0.2600,1
768,0.2415,0.2600,0.0200,-0.1585,0.2600,1
769,0.2217,0.2600,0.0200,-0.1783,0.2600,1
770,0.2019,0.2600,0.0200,-0.1981,0.2600,1
771,0.1820,0.2600,0.0200,-0.2180,0.2600,1
772,0.1622,0.2600,0.0200,-0.2378,0.2600,1
773,0.1424,0.2600,0.0200,-0.2576,0.2600,1
774,0.1226,0.2600,0.0200,-0.2774,0.2600,1
775,0.1028,0.2600,0.0200,-0.2972,0.2600,1
776,0.0830,0.2600,0.0200,-0.3170,0.2600,1
777,0.0631,0.2600,0.0200,-0.3369,0.2600,1
778,0.0433,0.2600,0.0200,-0.3567,0.2600,1
779,0.0235,0.2600,0.0200,-0.3765,0.2600,1
780,0.0037,0.2600,0.0200,-0.3963,0.2600,1
781,-0.0161,0.2600,0.0200,-0.4161,0.2600,1
782,-0.0359,0.2600,0.0200,-0.4359,0.2600,1
783,-0.0557,0.2600,0.0200,-0.4557,0.2600,1
784,-0.0756,0.2600,0.0200,-0.4756,0.2600,1
785,-0.0954,0.2600,0.0200,-0.4954,0.2600,1
786,-0.1152,0.2600,0.0200,-0.5152,0.2600,1
787,-0.1350,0.2600,0.0200,-0.5350,0.2600,1
