t,F_meas_N,speed_mps,mode,delta_m
5.3000,5.8736,0.1500,CONTACT,0.00603
5.3100,6.2156,0.1500,CONTACT,0.00601
5.3200,6.0570,0.1500,CONTACT,0.00600
5.3300,6.1850,0.1500,CONTACT,0.00598
5.3400,5.5772,0.1500,CONTACT,0.00603
5.3500,6.1635,0.1500,CONTACT,0.00601
5.3600,5.6876,0.1500,CONTACT,0.00604
5.3700,6.0463,0.1500,CONTACT,0.00604
5.3800,5.7366,0.1500,CONTACT,0.00607
5.3900,5.8366,0.1500,CONTACT,0.00609
5.4000,6.1658,0.1500,CONTACT,0.00607
5.4100,6.0197,0.1500,CONTACT,0.00607
5.4200,6.1958,0.1500,CONTACT,0.00604
5.4300,6.3740,0.1500,CONTACT,0.00600
5.4400,6.3754,0.1500,CONTACT,0.00596
5.4500,5.7304,0.1500,CONTACT,0.00599
5.4600,6.0139,0.1500,CONTACT,0.00599
5.4700,5.9201,0.1500,CONTACT,0.00600
5.4800,6.2735,0.1500,CONTACT,0.00597
5.4900,5.8648,0.1500,CONTACT,0.00598
5.5000,6.0698,0.1500,CONTACT,0.00597
5.5100,6.0622,0.1500,CONTACT,0.00597
5.5200,6.1890,0.1500,CONTACT,0.00595
5.5300,6.1684,0.1500,CONTACT,0.00593
5.5400,5.7371,0.1500,CONTACT,0.00596
5.5500,5.9085,0.1500,CONTACT,0.00597
5.5600,5.9043,0.1500,CONTACT,0.00598
5.5700,5.9011,0.1500,CONTACT,0.00599
5.5800,6.2492,0.1500,CONTACT,0.00596
5.5900,5.8288,0.1500,CONTACT,0.00598
5.6000,5.7626,0.1500,CONTACT,0.00601
5.6100,6.0951,0.1500,CONTACT,0.00600
5.6200,5.9016,0.1500,CONTACT,0.00601
5.6300,5.6072,0.1500,CONTACT,0.00605
5.6400,6.1607,0.1500,CONTACT,0.00603
5.6500,5.8118,0.1500,CONTACT,0.00605
5.6600,5.6201,0.1500,CONTACT,0.00610
5.6700,6.1006,0.1500,CONTACT,0.00608
5.6800,5.9889,0.1500,CONTACT,0.00609
5.6900,6.2517,0.1500,CONTACT,0.00606
5.7000,6.1417,0.1500,CONTACT,0.00604
5.7100,5.9636,0.1500,CONTACT,0.00605
5.7200,5.8849,0.1500,CONTACT,0.00606
5.7300,6.0910,0.1500,CONTACT,0.00605
5.7400,6.3385,0.1500,CONTACT,0.00601
5.7500,6.0881,0.1500,CONTACT,0.00600
5.7600,6.1423,0.1500,CONTACT,0.00599
5.7700,5.7357,0.1500,CONTACT,0.00602
5.7800,6.0622,0.1500,CONTACT,0.00601
5.7900,6.3074,0.1500,CONTACT,0.00597
5.8000,6.0773,0.1500,CONTACT,0.00597
5.8100,5.9212,0.1500,CONTACT,0.00597
5.8200,6.1773,0.1500,CONTACT,0.00595
5.8300,5.7226,0.1500,CONTACT,0.00599
5.8400,5.9392,0.1500,CONTACT,0.00599
5.8500,6.0417,0.1500,CONTACT,0.00599
5.8600,5.9688,0.1500,CONTACT,0.00599
5.8700,6.0775,0.1500,CONTACT,0.00598
5.8800,5.8929,0.1500,CONTACT,0.00599
5.8900,6.2606,0.1500,CONTACT,0.00597
5.9000,5.8202,0.1500,CONTACT,0.00599
5.9100,6.0805,0.1500,CONTACT,0.00598
5.9200,6.1641,0.1500,CONTACT,0.00596
5.9300,5.9675,0.1500,CONTACT,0.00596
5.9400,5.8469,0.1500,CONTACT,0.00598
5.9500,6.2647,0.1500,CONTACT,0.00595
5.9600,6.2175,0.1500,CONTACT,0.00592
5.9700,5.7783,0.1500,CONTACT,0.00595
5.9800,6.0976,0.1500,CONTACT,0.00594
5.9900,5.9773,0.1500,CONTACT,0.00594
6.0000,5.8527,0.1500,CONTACT,0.00596
6.0100,5.8407,0.1500,CONTACT,0.00598
6.0200,5.8402,0.1500,CONTACT,0.00599
6.0300,6.3007,0.1500,CONTACT,0.00596
6.0400,6.0501,0.1500,CONTACT,0.00595
6.0500,6.0264,0.1500,CONTACT,0.00595
6.0600,5.8970,0.1500,CONTACT,0.00596
6.0700,5.7991,0.1500,CONTACT,0.00598
6.0800,5.7701,0.1500,CONTACT,0.00601
6.0900,6.2425,0.1500,CONTACT,0.00598
6.1000,6.1128,0.1500,CONTACT,0.00597
6.1100,5.9319,0.1500,CONTACT,0.00598
6.1200,5.9863,0.1500,CONTACT,0.00598
6.1300,6.3218,0.1500,CONTACT,0.00594
6.1400,5.7142,0.1500,CONTACT,0.00598
6.1500,5.9450,0.1500,CONTACT,0.00598
6.1600,5.9077,0.1500,CONTACT,0.00599
6.1700,6.0365,0.1500,CONTACT,0.00599
6.1800,6.1370,0.1500,CONTACT,0.00597
6.1900,5.9842,0.1500,CONTACT,0.00598
6.2000,6.2103,0.1500,CONTACT,0.00595
6.2100,6.0496,0.1500,CONTACT,0.00595
6.2200,5.9806,0.1500,CONTACT,0.00595
6.2300,5.9184,0.1500,CONTACT,0.00596
6.2400,5.7753,0.1500,CONTACT,0.00598
6.2500,5.7844,0.1500,CONTACT,0.00601
6.2600,5.9913,0.1500,CONTACT,0.00601
6.2700,5.8604,0.1500,CONTACT,0.00602
6.2800,5.9767,0.1500,CONTACT,0.00603
6.2900,6.0164,0.1500,CONTACT,0.00602
6.3000,6.2402,0.1500,CONTACT,0.00600
6.3100,6.0812,0.1500,CONTACT,0.00599
6.3200,5.9397,0.1500,CONTACT,0.00599
6.3300,6.1703,0.1500,CONTACT,0.00598
6.3400,5.7761,0.1500,CONTACT,0.00600
6.3500,6.0101,0.1500,CONTACT,0.00600
6.3600,6.0681,0.1500,CONTACT,0.00599
6.3700,6.2303,0.1500,CONTACT,0.00597
6.3800,6.2633,0.1500,CONTACT,0.00594
6.3900,6.2302,0.1500,CONTACT,0.00591
6.4000,6.2144,0.1500,CONTACT,0.00589
6.4100,6.1073,0.1500,CONTACT,0.00588
6.4200,5.8294,0.1500,CONTACT,0.00589
6.4300,6.0946,0.1500,CONTACT,0.00588
6.4400,5.7731,0.1500,CONTACT,0.00591
6.4500,6.0936,0.1500,CONTACT,0.00590
6.4600,5.9937,0.1500,CONTACT,0.00590
6.4700,5.7924,0.1500,CONTACT,0.00592
6.4800,6.0828,0.1500,CONTACT,0.00591
6.4900,6.1429,0.1500,CONTACT,0.00590
6.5000,5.7622,0.1500,CONTACT,0.00592
6.5100,6.1834,0.1500,CONTACT,0.00590
6.5200,6.1581,0.1500,CONTACT,0.00589
6.5300,5.9823,0.1500,CONTACT,0.00589
6.5400,5.9227,0.1500,CONTACT,0.00590
6.5500,5.5808,0.1500,CONTACT,0.00594
6.5600,5.8885,0.1500,CONTACT,0.00596
6.5700,5.9616,0.1500,CONTACT,0.00596
6.5800,5.5662,0.1500,CONTACT,0.00601
6.5900,5.8715,0.1500,CONTACT,0.00602
6.6000,6.3339,0.1500,CONTACT,0.00599
6.6100,6.3070,0.1500,CONTACT,0.00595
6.6200,5.8547,0.1500,CONTACT,0.00597
6.6300,5.7092,0.1500,CONTACT,0.00600
6.6400,6.6979,0.1500,CONTACT,0.00592
6.6500,6.7239,0.1500,CONTACT,0.00584
6.6600,7.3301,0.1500,CONTACT,0.00569
6.6700,8.1109,0.1500,CONTACT,0.00546
6.6800,7.9058,0.1500,CONTACT,0.00525
6.6900,8.8943,0.1500,CONTACT,0.00493
6.7000,8.9746,0.1500,CONTACT,0.00460
6.7100,8.9280,0.1500,CONTACT,0.00427
6.7200,9.4813,0.1500,CONTACT,0.00388
6.7300,9.8706,0.1500,CONTACT,0.00345
6.7400,10.0921,0.1500,CONTACT,0.00300
6.7500,9.4078,0.1500,CONTACT,0.00262
6.7600,10.0092,0.1500,CONTACT,0.00217
6.7700,9.4770,0.1500,CONTACT,0.00179
6.7800,9.1646,0.1500,CONTACT,0.00144
6.7900,8.2933,0.1500,CONTACT,0.00118
6.8000,8.4856,0.1500,CONTACT,0.00091
6.8100,7.6822,0.1500,CONTACT,0.00072
6.8200,7.8354,0.1500,CONTACT,0.00051
6.8300,7.0079,0.1500,CONTACT,0.00040
6.8400,6.2001,0.1500,CONTACT,0.00038
6.8500,5.1034,0.1500,CONTACT,0.00048
6.8600,5.2176,0.1500,CONTACT,0.00057
6.8700,4.4147,0.1500,CONTACT,0.00074
6.8800,4.1321,0.1500,CONTACT,0.00095
6.8900,3.6783,0.1500,CONTACT,0.00121
6.9000,3.3042,0.1500,CONTACT,0.00151
6.9100,2.8560,0.1500,CONTACT,0.00186
6.9200,2.4307,0.1500,CONTACT,0.00225
6.9300,2.2816,0.1500,CONTACT,0.00267
6.9400,2.5692,0.1500,CONTACT,0.00305
6.9500,2.4341,0.1500,CONTACT,0.00344
6.9600,2.1477,0.1500,CONTACT,0.00387
6.9700,2.7030,0.1500,CONTACT,0.00424
6.9800,2.9603,0.1500,CONTACT,0.00458
6.9900,3.1529,0.1500,CONTACT,0.00489
7.0000,3.7138,0.1500,CONTACT,0.00515
7.0100,4.2656,0.1500,CONTACT,0.00534
7.0200,4.6900,0.1500,CONTACT,0.00549
7.0300,5.0212,0.1500,CONTACT,0.00559
7.0400,5.4714,0.1500,CONTACT,0.00565
7.0500,5.6680,0.1500,CONTACT,0.00569
7.0600,5.2736,0.1500,CONTACT,0.00577
7.0700,5.9258,0.1500,CONTACT,0.00578
7.0800,5.5485,0.1500,CONTACT,0.00583
7.0900,5.6960,0.1500,CONTACT,0.00586
7.1000,5.8832,0.1500,CONTACT,0.00588
7.1100,5.8669,0.1500,CONTACT,0.00589
7.1200,5.9378,0.1500,CONTACT,0.00590
7.1300,5.9820,0.1500,CONTACT,0.00590
7.1400,5.7098,0.1500,CONTACT,0.00593
7.1500,5.7177,0.1500,CONTACT,0.00596
7.1600,6.0575,0.1500,CONTACT,0.00596
7.1700,5.9089,0.1500,CONTACT,0.00597
7.1800,5.8506,0.1500,CONTACT,0.00598
7.1900,5.9327,0.1500,CONTACT,0.00599
7.2000,5.9476,0.1500,CONTACT,0.00600
7.2100,5.8733,0.1500,CONTACT,0.00601
7.2200,6.0322,0.1500,CONTACT,0.00601
7.2300,5.7405,0.1500,CONTACT,0.00604
7.2400,6.0770,0.1500,CONTACT,0.00603
7.2500,5.9051,0.1500,CONTACT,0.00604
7.2600,5.8594,0.1500,CONTACT,0.00605
7.2700,6.1688,0.1500,CONTACT,0.00603
7.2800,6.3058,0.1500,CONTACT,0.00600
7.2900,6.1004,0.1500,CONTACT,0.00599
7.3000,6.0865,0.1500,CONTACT,0.00598
7.3100,5.8344,0.1500,CONTACT,0.00600
7.3200,5.8698,0.1500,CONTACT,0.00601
7.3300,6.2420,0.1500,CONTACT,0.00599
7.3400,6.0235,0.1500,CONTACT,0.00598
7.3500,5.8983,0.1500,CONTACT,0.00599
7.3600,5.9530,0.1500,CONTACT,0.00600
7.3700,5.9361,0.1500,CONTACT,0.00601
7.3800,5.8933,0.1500,CONTACT,0.00602
7.3900,6.2659,0.1500,CONTACT,0.00599
7.4000,6.2197,0.1500,CONTACT,0.00596
7.4100,5.8896,0.1500,CONTACT,0.00598
7.4200,6.1452,0.1500,CONTACT,0.00596
7.4300,5.7804,0.1500,CONTACT,0.00599
7.4400,6.0392,0.1500,CONTACT,0.00598
7.4500,5.9493,0.1500,CONTACT,0.00599
7.4600,5.9541,0.1500,CONTACT,0.00599
7.4700,6.0401,0.1500,CONTACT,0.00599
7.4800,6.2703,0.1500,CONTACT,0.00596
7.4900,5.7287,0.1500,CONTACT,0.00599
7.5000,6.1797,0.1500,CONTACT,0.00597
7.5100,6.3362,0.1500,CONTACT,0.00593
7.5200,5.7456,0.1500,CONTACT,0.00596
7.5300,5.9029,0.1500,CONTACT,0.00597
7.5400,5.5746,0.1500,CONTACT,0.00602
7.5500,6.0475,0.1500,CONTACT,0.00601
7.5600,5.5582,0.1500,CONTACT,0.00606
7.5700,6.1082,0.1500,CONTACT,0.00605
7.5800,6.3886,0.1500,CONTACT,0.00601
7.5900,5.8088,0.1500,CONTACT,0.00603
7.6000,6.0181,0.1500,CONTACT,0.00602
7.6100,6.2098,0.1500,CONTACT,0.00600
7.6200,5.8444,0.1500,CONTACT,0.00602
7.6300,5.9436,0.1500,CONTACT,0.00602
7.6400,6.2753,0.1500,CONTACT,0.00599
7.6500,6.0407,0.1500,CONTACT,0.00599
7.6600,5.7978,0.1500,CONTACT,0.00601
7.6700,5.7410,0.1500,CONTACT,0.00604
7.6800,6.0136,0.1500,CONTACT,0.00604
7.6900,5.9810,0.1500,CONTACT,0.00604
7.7000,5.8623,0.1500,CONTACT,0.00606
7.7100,6.1430,0.1500,CONTACT,0.00604
7.7200,6.3306,0.1500,CONTACT,0.00600
7.7300,5.7744,0.1500,CONTACT,0.00603
7.7400,6.1666,0.1500,CONTACT,0.00601
7.7500,5.9477,0.1500,CONTACT,0.00602
7.7600,5.9972,0.1500,CONTACT,0.00602
7.7700,5.3740,0.1500,CONTACT,0.00609
7.7800,6.1889,0.1500,CONTACT,0.00607
7.7900,5.8181,0.1500,CONTACT,0.00609
7.8000,5.9289,0.1500,CONTACT,0.00609
7.8100,6.1893,0.1500,CONTACT,0.00607
7.8200,6.0692,0.1500,CONTACT,0.00606
7.8300,6.1795,0.1500,CONTACT,0.00604
7.8400,6.0554,0.1500,CONTACT,0.00604
7.8500,6.1254,0.1500,CONTACT,0.00602
7.8600,6.3356,0.1500,CONTACT,0.00599
7.8700,6.0073,0.1500,CONTACT,0.00599
7.8800,5.7426,0.1500,CONTACT,0.00602
7.8900,5.9352,0.1500,CONTACT,0.00602
7.9000,5.9952,0.1500,CONTACT,0.00602
7.9100,5.9001,0.1500,CONTACT,0.00603
7.9200,6.1426,0.1500,CONTACT,0.00602
7.9300,5.9981,0.1500,CONTACT,0.00602
7.9400,6.0356,0.1500,CONTACT,0.00601
7.9500,5.6110,0.1500,CONTACT,0.00606
7.9600,6.0477,0.1500,CONTACT,0.00605
7.9700,5.9323,0.1500,CONTACT,0.00606
7.9800,6.1414,0.1500,CONTACT,0.00604
7.9900,6.0992,0.1500,CONTACT,0.00603
8.0000,5.7206,0.1500,CONTACT,0.00606
8.0100,6.1521,0.1500,CONTACT,0.00605
8.0200,6.1096,0.1500,CONTACT,0.00604
8.0300,6.1093,0.1500,CONTACT,0.00602
8.0400,5.9024,0.1500,CONTACT,0.00603
8.0500,5.4702,0.1500,CONTACT,0.00609
8.0600,5.9482,0.1500,CONTACT,0.00610
8.0700,6.0682,0.1500,CONTACT,0.00609
8.0800,6.0873,0.1500,CONTACT,0.00608
8.0900,6.2810,0.1500,CONTACT,0.00605
8.1000,6.3397,0.1500,CONTACT,0.00601
8.1100,5.8148,0.1500,CONTACT,0.00603
8.1200,6.2858,0.1500,CONTACT,0.00600
8.1300,5.9745,0.1500,CONTACT,0.00600
8.1400,5.8718,0.1500,CONTACT,0.00602
8.1500,5.7295,0.1500,CONTACT,0.00605
8.1600,6.1186,0.1500,CONTACT,0.00603
8.1700,5.9174,0.1500,CONTACT,0.00604
8.1800,5.8685,0.1500,CONTACT,0.00606
8.1900,6.2290,0.1500,CONTACT,0.00603
8.2000,5.9240,0.1500,CONTACT,0.00604
8.2100,5.7588,0.1500,CONTACT,0.00607
8.2200,6.1552,0.1500,CONTACT,0.00605
8.2300,6.2981,0.1500,CONTACT,0.00602
8.2400,6.0833,0.1500,CONTACT,0.00601
8.2500,5.8483,0.1500,CONTACT,0.00603
8.2600,6.2800,0.1500,CONTACT,0.00599
8.2700,6.3207,0.1500,CONTACT,0.00596
8.2800,5.5880,0.1500,CONTACT,0.00600
8.2900,6.3321,0.1500,CONTACT,0.00597
8.3000,5.8800,0.1500,CONTACT,0.00598
8.3100,5.8765,0.1500,CONTACT,0.00599
8.3200,5.8433,0.1500,CONTACT,0.00601
8.3300,6.0933,0.1500,CONTACT,0.00600
8.3400,5.9555,0.1500,CONTACT,0.00601
8.3500,6.0662,0.1500,CONTACT,0.00600
8.3600,6.2074,0.1500,CONTACT,0.00598
8.3700,5.8980,0.1500,CONTACT,0.00599
8.3800,6.1011,0.1500,CONTACT,0.00598
8.3900,5.9929,0.1500,CONTACT,0.00598
8.4000,5.9278,0.1500,CONTACT,0.00599
8.4100,6.2688,0.1500,CONTACT,0.00596
8.4200,6.0658,0.1500,CONTACT,0.00595
8.4300,5.8830,0.1500,CONTACT,0.00596
8.4400,5.8570,0.1500,CONTACT,0.00598
8.4500,6.0404,0.1500,CONTACT,0.00597
8.4600,5.7690,0.1500,CONTACT,0.00600
8.4700,6.0091,0.1500,CONTACT,0.00600
8.4800,5.9629,0.1500,CONTACT,0.00600
8.4900,5.7200,0.1500,CONTACT,0.00603
8.5000,6.1524,0.1500,CONTACT,0.00602
8.5100,6.2072,0.1500,CONTACT,0.00599
8.5200,5.8017,0.1500,CONTACT,0.00601
8.5300,6.1031,0.1500,CONTACT,0.00600
8.5400,5.7508,0.1500,CONTACT,0.00603
8.5500,6.1241,0.1500,CONTACT,0.00602
8.5600,6.0817,0.1500,CONTACT,0.00601
8.5700,5.9953,0.1500,CONTACT,0.00601
8.5800,5.8834,0.1500,CONTACT,0.00602
8.5900,5.8951,0.1500,CONTACT,0.00603
8.6000,5.8146,0.1500,CONTACT,0.00605
8.6100,6.1097,0.1500,CONTACT,0.00604
8.6200,6.0695,0.1500,CONTACT,0.00603
8.6300,6.1708,0.1500,CONTACT,0.00601
8.6400,5.6369,0.1500,CONTACT,0.00606
8.6500,5.7023,0.1500,CONTACT,0.00609
8.6600,6.0703,0.1500,CONTACT,0.00608
8.6700,6.1747,0.1500,CONTACT,0.00606
8.6800,6.7320,0.1500,CONTACT,0.00598
8.6900,5.9618,0.1500,CONTACT,0.00598
8.7000,5.9904,0.1500,CONTACT,0.00598
8.7100,5.8601,0.1500,CONTACT,0.00600
8.7200,5.9707,0.1500,CONTACT,0.00600
8.7300,6.0758,0.1500,CONTACT,0.00600
8.7400,6.0133,0.1500,CONTACT,0.00599
8.7500,5.9318,0.1500,CONTACT,0.00600
8.7600,5.9819,0.1500,CONTACT,0.00600
8.7700,5.8311,0.1500,CONTACT,0.00602
8.7800,6.1474,0.1500,CONTACT,0.00601
8.7900,5.8294,0.1500,CONTACT,0.00602
8.8000,6.0034,0.1500,CONTACT,0.00602
8.8100,5.8243,0.1500,CONTACT,0.00604
8.8200,5.8274,0.1500,CONTACT,0.00606
8.8300,6.2859,0.1500,CONTACT,0.00603
8.8400,6.0448,0.1500,CONTACT,0.00603
8.8500,6.2374,0.1500,CONTACT,0.00600
8.8600,5.9710,0.1500,CONTACT,0.00600
8.8700,6.0922,0.1500,CONTACT,0.00599
8.8800,6.0854,0.1500,CONTACT,0.00598
8.8900,5.8786,0.1500,CONTACT,0.00600
8.9000,5.8307,0.1500,CONTACT,0.00602
8.9100,6.0909,0.1500,CONTACT,0.00601
8.9200,5.8793,0.1500,CONTACT,0.00602
8.9300,5.8585,0.1500,CONTACT,0.00603
8.9400,5.7948,0.1500,CONTACT,0.00606
8.9500,6.5980,0.1500,CONTACT,0.00599
8.9600,5.8904,0.1500,CONTACT,0.00600
8.9700,5.9720,0.1500,CONTACT,0.00601
8.9800,6.1982,0.1500,CONTACT,0.00598
8.9900,5.6522,0.1500,CONTACT,0.00602
9.0000,6.2147,0.1500,CONTACT,0.00600
9.0100,5.9465,0.1500,CONTACT,0.00601
9.0200,5.8618,0.1500,CONTACT,0.00602
9.0300,6.3455,0.1500,CONTACT,0.00598
9.0400,5.9858,0.1500,CONTACT,0.00598
9.0500,5.6536,0.1500,CONTACT,0.00602
9.0600,5.6133,0.1500,CONTACT,0.00607
9.0700,6.0410,0.1500,CONTACT,0.00606
9.0800,5.8364,0.1500,CONTACT,0.00608
9.0900,5.9710,0.1500,CONTACT,0.00608
9.1000,6.1100,0.1500,CONTACT,0.00607
9.1100,6.0467,0.1500,CONTACT,0.00606
9.1200,5.7578,0.1500,CONTACT,0.00609
9.1300,6.1144,0.1500,CONTACT,0.00608
9.1400,6.1652,0.1500,CONTACT,0.00606
9.1500,6.4795,0.1500,CONTACT,0.00601
9.1600,6.0925,0.1500,CONTACT,0.00600
9.1700,5.9269,0.1500,CONTACT,0.00600
9.1800,5.9327,0.1500,CONTACT,0.00601
9.1900,5.8920,0.1500,CONTACT,0.00602
9.2000,5.8183,0.1500,CONTACT,0.00604
9.2100,6.1141,0.1500,CONTACT,0.00603
9.2200,6.1047,0.1500,CONTACT,0.00602
9.2300,6.1204,0.1500,CONTACT,0.00601
9.2400,5.9613,0.1500,CONTACT,0.00601
9.2500,6.1100,0.1500,CONTACT,0.00600
9.2600,6.1986,0.1500,CONTACT,0.00598
9.2700,6.0307,0.1500,CONTACT,0.00597
9.2800,6.0747,0.1500,CONTACT,0.00597
9.2900,5.6987,0.1500,CONTACT,0.00600
9.3000,6.0391,0.1500,CONTACT,0.00599
9.3100,5.7860,0.1500,CONTACT,0.00602
9.3200,6.1386,0.1500,CONTACT,0.00600
9.3300,6.2603,0.1500,CONTACT,0.00597
9.3400,6.1567,0.1500,CONTACT,0.00596
9.3500,5.8586,0.1500,CONTACT,0.00597
9.3600,5.8915,0.1500,CONTACT,0.00598
9.3700,6.1979,0.1500,CONTACT,0.00596
9.3800,6.0522,0.1500,CONTACT,0.00596
9.3900,5.9999,0.1500,CONTACT,0.00596
9.4000,6.3144,0.1500,CONTACT,0.00592
9.4100,5.8472,0.1500,CONTACT,0.00594
9.4200,6.0188,0.1500,CONTACT,0.00594
9.4300,6.0969,0.1500,CONTACT,0.00593
9.4400,5.9675,0.1500,CONTACT,0.00593
9.4500,5.9313,0.1500,CONTACT,0.00594
9.4600,5.8698,0.1500,CONTACT,0.00595
9.4700,5.8366,0.1500,CONTACT,0.00597
9.4800,5.9314,0.1500,CONTACT,0.00598
9.4900,5.6899,0.1500,CONTACT,0.00601
9.5000,5.9912,0.1500,CONTACT,0.00601
9.5100,6.0310,0.1500,CONTACT,0.00601
9.5200,5.9613,0.1500,CONTACT,0.00601
9.5300,5.8670,0.1500,CONTACT,0.00603
9.5400,5.5968,0.1500,CONTACT,0.00607
9.5500,6.2364,0.1500,CONTACT,0.00605
9.5600,5.9945,0.1500,CONTACT,0.00605
9.5700,5.8099,0.1500,CONTACT,0.00607
9.5800,5.9672,0.1500,CONTACT,0.00607
9.5900,5.9447,0.1500,CONTACT,0.00608
9.6000,6.2138,0.1500,CONTACT,0.00605
9.6100,6.3433,0.1500,CONTACT,0.00602
9.6200,5.7618,0.1500,CONTACT,0.00604
9.6300,6.0329,0.1500,CONTACT,0.00604
9.6400,6.3835,0.1500,CONTACT,0.00600
9.6500,6.1121,0.1500,CONTACT,0.00598
9.6600,5.8983,0.1500,CONTACT,0.00600
9.6700,6.1603,0.1500,CONTACT,0.00598
9.6800,5.9739,0.1500,CONTACT,0.00598
9.6900,5.9409,0.1500,CONTACT,0.00599
9.7000,5.6784,0.1500,CONTACT,0.00602
9.7100,5.9036,0.1500,CONTACT,0.00603
9.7200,5.9797,0.1500,CONTACT,0.00604
9.7300,6.0010,0.1500,CONTACT,0.00604
9.7400,6.0937,0.1500,CONTACT,0.00603
9.7500,5.8937,0.1500,CONTACT,0.00604
9.7600,5.8958,0.1500,CONTACT,0.00605
9.7700,5.9521,0.1500,CONTACT,0.00605
9.7800,5.9214,0.1500,CONTACT,0.00606
9.7900,6.2015,0.1500,CONTACT,0.00604
9.8000,5.9460,0.1500,CONTACT,0.00605
9.8100,6.0178,0.1500,CONTACT,0.00604
9.8200,6.2704,0.1500,CONTACT,0.00601
9.8300,6.0452,0.1500,CONTACT,0.00601
9.8400,6.0495,0.1500,CONTACT,0.00600
9.8500,6.1154,0.1500,CONTACT,0.00599
9.8600,5.9325,0.1500,CONTACT,0.00600
9.8700,5.8184,0.1500,CONTACT,0.00602
9.8800,6.3746,0.1500,CONTACT,0.00598
9.8900,5.9660,0.1500,CONTACT,0.00598
9.9000,6.0990,0.1500,CONTACT,0.00597
9.9100,6.2856,0.1500,CONTACT,0.00594
9.9200,5.9195,0.1500,CONTACT,0.00595
9.9300,5.7642,0.1500,CONTACT,0.00597
9.9400,6.0172,0.1500,CONTACT,0.00597
9.9500,5.8146,0.1500,CONTACT,0.00599
9.9600,5.6555,0.1500,CONTACT,0.00603
9.9700,5.8581,0.1500,CONTACT,0.00605
9.9800,6.2596,0.1500,CONTACT,0.00602
9.9900,6.1408,0.1500,CONTACT,0.00600
10.0000,6.2898,0.1500,CONTACT,0.00597
10.0100,5.7509,0.1500,CONTACT,0.00600
10.0200,5.9268,0.1500,CONTACT,0.00600
10.0300,6.3549,0.1500,CONTACT,0.00597
10.0400,5.5910,0.1500,CONTACT,0.00601
10.0500,6.0887,0.1500,CONTACT,0.00600
10.0600,6.1175,0.1500,CONTACT,0.00599
10.0700,5.9170,0.1500,CONTACT,0.00600
10.0800,6.1065,0.1500,CONTACT,0.00599
10.0900,5.9423,0.1500,CONTACT,0.00599
10.1000,5.7934,0.1500,CONTACT,0.00601
10.1100,5.6703,0.1500,CONTACT,0.00605
10.1200,6.2678,0.1500,CONTACT,0.00602
10.1300,5.7749,0.1500,CONTACT,0.00605
10.1400,6.0025,0.1500,CONTACT,0.00605
10.1500,5.7917,0.1500,CONTACT,0.00607
10.1600,6.4245,0.1500,CONTACT,0.00602
10.1700,5.9850,0.1500,CONTACT,0.00602
10.1800,5.9235,0.1500,CONTACT,0.00603
10.1900,6.2022,0.1500,CONTACT,0.00601
10.2000,6.0295,0.1500,CONTACT,0.00601
10.2100,5.8709,0.1500,CONTACT,0.00602
10.2200,5.9636,0.1500,CONTACT,0.00603
10.2300,6.2317,0.1500,CONTACT,0.00600
10.2400,5.8147,0.1500,CONTACT,0.00602
10.2500,5.9024,0.1500,CONTACT,0.00603
10.2600,5.8869,0.1500,CONTACT,0.00604
10.2700,5.8194,0.1500,CONTACT,0.00606
10.2800,6.0309,0.1500,CONTACT,0.00606
10.2900,6.2612,0.1500,CONTACT,0.00603
10.3000,6.0350,0.1500,CONTACT,0.00603
10.3100,5.9197,0.1500,CONTACT,0.00604
10.3200,6.1299,0.1500,CONTACT,0.00602
10.3300,5.8911,0.1500,CONTACT,0.00603
10.3400,6.2886,0.1500,CONTACT,0.00600
10.3500,5.6079,0.1500,CONTACT,0.00605
10.3600,5.7855,0.1500,CONTACT,0.00607
10.3700,5.9885,0.1500,CONTACT,0.00607
10.3800,5.7766,0.1500,CONTACT,0.00610
10.3900,5.9166,0.1500,CONTACT,0.00610
10.4000,6.1782,0.1500,CONTACT,0.00608
10.4100,5.8716,0.1500,CONTACT,0.00610
10.4200,6.1160,0.1500,CONTACT,0.00609
10.4300,6.4260,0.1500,CONTACT,0.00604
10.4400,5.9082,0.1500,CONTACT,0.00605
10.4500,5.8671,0.1500,CONTACT,0.00606
10.4600,6.3093,0.1500,CONTACT,0.00603
10.4700,5.9491,0.1500,CONTACT,0.00603
10.4800,6.2551,0.1500,CONTACT,0.00601
10.4900,5.7514,0.1500,CONTACT,0.00603
10.5000,5.8176,0.1500,CONTACT,0.00605
10.5100,6.0980,0.1500,CONTACT,0.00604
10.5200,6.1556,0.1500,CONTACT,0.00603
10.5300,6.0820,0.1500,CONTACT,0.00602
10.5400,5.8447,0.1500,CONTACT,0.00603
10.5500,5.6812,0.1500,CONTACT,0.00607
10.5600,5.5776,0.1500,CONTACT,0.00612
10.5700,6.1464,0.1500,CONTACT,0.00610
10.5800,5.7475,0.1500,CONTACT,0.00613
10.5900,6.4304,0.1500,CONTACT,0.00608
10.6000,6.0656,0.1500,CONTACT,0.00607
10.6100,6.1777,0.1500,CONTACT,0.00605
10.6200,6.0993,0.1500,CONTACT,0.00604
10.6300,6.3156,0.1500,CONTACT,0.00601
10.6400,6.2071,0.1500,CONTACT,0.00598
10.6500,6.0942,0.1500,CONTACT,0.00597
10.6600,5.9571,0.1500,CONTACT,0.00598
